the_geom,NAME,ACRES,PARKID,NEW_CLASS
"MULTIPOLYGON (((-83.21573247912924 42.34593376139463, -83.21566743379377 42.34593310172854, -83.2156977707712 42.34661816139118, -83.21569772043492 42.346620892604044, -83.21542270813701 42.34662356666852, -83.21541880597076 42.34656889261532, -83.21492777531543 42.34657028455488, -83.21492387358576 42.346515610484666, -83.21363702702195 42.34653805619425, -83.21364092762649 42.346592730308686, -83.21314860219765 42.34659774369804, -83.21315004781013 42.346652392881055, -83.21273502394894 42.34665910072248, -83.21269053588223 42.34547945387389, -83.21377346762775 42.34546405353686, -83.21377714941036 42.34546409093888, -83.21378666618507 42.34567999383124, -83.21570836017564 42.3456439541149, -83.21573247912924 42.34593376139463)))",Simanek,6.56,157,Neighborhood
"MULTIPOLYGON (((-83.1301100333031 42.40042869403534, -83.13010757665397 42.400428667291266, -83.12670535102693 42.400503580511895, -83.12670289437631 42.4005035536942, -83.12668687107973 42.39994974180391, -83.12779573273458 42.39991540146898, -83.12778327134065 42.399738611683006, -83.1300769053668 42.399682562968465, -83.13007936198655 42.3996825897132, -83.1301100333031 42.40042869403534)))",Salsinger,5.31,399,Neighborhood
"MULTIPOLYGON (((-83.05285102126881 42.35385924681007, -83.052563169689 42.353419736977976, -83.05062075293843 42.35412935400731, -83.04865081064567 42.35113884734689, -83.05059827711264 42.350419306766916, -83.05060899685422 42.35043491128011, -83.05171523065187 42.35211868512975, -83.05179811533965 42.35208868496011, -83.05180406042702 42.35209785983679, -83.05266375629598 42.353365354906806, -83.05270086510062 42.35335212550868, -83.05271200731727 42.353347701497675, -83.0527116050277 42.353366819444226, -83.0527807300445 42.353699078117444, -83.05285102126881 42.35385924681007)))",Tolan,16.93,422,Neighborhood
"MULTIPOLYGON (((-83.128813796651 42.37293578821079, -83.12665848791333 42.37374363585098, -83.12582951094534 42.374054195524494, -83.12529262310458 42.373262489373445, -83.12825842794682 42.37214571605464, -83.128813796651 42.37293578821079)))",McCabe,6.69,424,Neighborhood
"MULTIPOLYGON (((-83.08921784767422 42.38318937309068, -83.08922381985684 42.383197635617236, -83.08922854543111 42.38320679471338, -83.089232061663 42.38321502961132, -83.08923433128561 42.3832241610791, -83.08923660090888 42.383233292546834, -83.08923764255537 42.38324241020055, -83.08923743759146 42.383252424424256, -83.08923725126056 42.38326152826397, -83.08923460897358 42.3832706044757, -83.08923196668587 42.38327968068736, -83.08922932439737 42.38328875689895, -83.08922424478432 42.38329689509829, -83.08921916516995 42.38330503329738, -83.0892128575754 42.383313157682025, -83.08920532200021 42.38332126825197, -83.08919780505677 42.38332846843746, -83.08918907876614 42.383334744424, -83.08918035247373 42.38334102040986, -83.0891703982001 42.38334728258034, -83.08916046255868 42.38335263436597, -83.08914931757029 42.383357061951884, -83.0891480895906 42.383357048136936, -83.0867383392463 42.384250523032655, -83.08672719392574 42.38425495038074, -83.08671606727377 42.3842584673442, -83.0867037126236 42.38426197046522, -83.08669139531311 42.38426365281779, -83.08667907800194 42.38426533516907, -83.08666677936098 42.384266107135446, -83.08665448071973 42.38426687910051, -83.08664220074942 42.384266740680715, -83.08662993945059 42.38426569187606, -83.08661769682377 42.38426373268658, -83.08660547286948 42.38426086311224, -83.08659324891633 42.3842579935366, -83.08658227163319 42.384254227418815, -83.08657131302367 42.384249550916465, -83.08656037308819 42.38424396402954, -83.08655066115115 42.384238390984606, -83.08654217721217 42.38423283178197, -83.08653248395127 42.38422634835198, -83.08652526535752 42.38421898222428, -83.08651804676548 42.38421161609615, -83.08651207484401 42.38420335342749, -83.08650846554944 42.384199670363074, -83.08650729357335 42.38419692536904, -83.0865036282597 42.38419597345497, -83.0860613792272 42.38354082281235, -83.08606016992408 42.38353989858058, -83.08605896062102 42.38353897434879, -83.0860541794479 42.383532546271155, -83.08604820765282 42.383524283577984, -83.0860434825212 42.38351512434957, -83.08603998537289 42.38350597896954, -83.08603771620736 42.38349684743798, -83.08603544704248 42.38348771590638, -83.08603440585965 42.383478598223334, -83.08603459265834 42.38346949438893, -83.086036007438 42.38346040440312, -83.08603742221725 42.38345131441728, -83.08604006497677 42.38344223827999, -83.0860439170363 42.383434086374606, -83.08604778777448 42.38342502408566, -83.08605284913251 42.383417796411884, -83.08605915714894 42.383409672202795, -83.08606667446422 42.38340247222507, -83.08607419177775 42.383395272246844, -83.08608169041042 42.38338898265156, -83.08609164500058 42.38338272075184, -83.08610035293049 42.383377355386784, -83.08611027015947 42.38337291425233, -83.08612141536628 42.383368486964685, -83.08612883927711 42.38336583890013, -83.0861325418931 42.3833649700594, -83.08856833356535 42.38245814249032, -83.08857817590282 42.38245734267578, -83.08859049280602 42.38245566011845, -83.08860401902828 42.38245490176457, -83.0886175266083 42.382455053792924, -83.08862978758486 42.382456102383024, -83.08864327652371 42.38245716479222, -83.08865550021844 42.382460034147314, -83.08866895187627 42.38246291732126, -83.08868117557333 42.3824657866736, -83.08869213402775 42.38247046297255, -83.08870432044607 42.382475153090205, -83.08871526026343 42.38248073977082, -83.08872497212026 42.38248631263088, -83.08873589330123 42.38249280969341, -83.08874433991897 42.382500189500185, -83.08875278653873 42.38250756930635, -83.08876000519743 42.38251493529274, -83.0887671865784 42.382524122046505, -83.08877315863771 42.38253238459688, -83.0887791306986 42.38254064714696, -83.08921784767422 42.38318937309068)))",Voigt,6.79,194,Neighborhood
"MULTIPOLYGON (((-83.16283288660303 42.36600600284284, -83.15821047818947 42.36609894307029, -83.15816280677171 42.364819066614515, -83.16128635878056 42.36476485937342, -83.1612757809849 42.36442236805952, -83.16278423258524 42.364390114075775, -83.16283288660303 42.36600600284284)))",Hammerberg,14.59,206,Neighborhood
"MULTIPOLYGON (((-82.9339670691915 42.42311685883032, -82.93298748742724 42.424400314994465, -82.93263918337166 42.42426023747145, -82.93263920430248 42.42425932711585, -82.93267213548039 42.42421694358627, -82.93226537682979 42.42405336168052, -82.93234142526629 42.42395324286755, -82.9317045110876 42.42369660204066, -82.93101255891892 42.423588603885136, -82.93093413514327 42.423685049337536, -82.93024972828653 42.42340958773665, -82.93024852052118 42.423408661848384, -82.93131714092607 42.42204986145861, -82.93151930444972 42.42213072842165, -82.93205511922214 42.42234693743121, -82.9319590150255 42.42246410458153, -82.93312078735605 42.422932256625295, -82.93321203797844 42.42281229542301, -82.93358955266336 42.42296457775414, -82.9339670691915 42.42311685883032)))",Sasser,9.54,223,Neighborhood
"MULTIPOLYGON (((-83.1993474068914 42.42489092824271, -83.19480293238374 42.42505631739979, -83.19472688389028 42.42341285421738, -83.19928105213458 42.42324847948718, -83.1993474068914 42.42489092824271)))",Peterson,17,226,Neighborhood
"MULTIPOLYGON (((-83.11255052305344 42.32581728983937, -83.11082599594069 42.32650938487484, -83.11056417861661 42.32647006280363, -83.11053074165547 42.3264241630534, -83.1085261752621 42.32700476232686, -83.10747196609192 42.3255479582722, -83.1081201897225 42.325289258423474, -83.10998955115784 42.325022233780736, -83.11047499448921 42.32504673237493, -83.11105106047835 42.32514143679794, -83.11159876593938 42.325304118839824, -83.11210344510816 42.32553188494573, -83.11255052305344 42.32581728983937)))",St. Hedwig,13.56,227,Neighborhood
"MULTIPOLYGON (((-82.94289961804749 42.35749976396369, -82.9427349779286 42.35755871018829, -82.94233510964513 42.357703034772335, -82.94187709263997 42.35786666170995, -82.94145493934053 42.35801889908738, -82.94099689692531 42.35818343283159, -82.94053017674997 42.35835149820825, -82.94026650390721 42.35844562139655, -82.93978367721819 42.35861985568964, -82.9393838161288 42.35876325951674, -82.93936365686127 42.358732044946066, -82.93919054280553 42.35878541583626, -82.9387812135109 42.35891321795663, -82.93837065507456 42.3590410031555, -82.93819133949356 42.35909702636958, -82.93778200611116 42.35922482488638, -82.93735660971522 42.35935697278662, -82.93735068075848 42.359347791925124, -82.93694256425962 42.35872525148662, -82.9364091444383 42.35783335635976, -82.93575070042493 42.3566606682772, -82.94159916093581 42.35605586439941, -82.94203218454246 42.35622330208196, -82.94289961804749 42.35749976396369)))",Alfred Brush Ford,33.88,234,Community
"MULTIPOLYGON (((-83.23653173499085 42.43822331924755, -83.23360343496356 42.438295237728084, -83.23369728468991 42.440369540240944, -83.23297541982205 42.440382374992986, -83.23305370626086 42.44222979098659, -83.22836416239372 42.44233225760913, -83.22819646227804 42.437242310788136, -83.22947167204775 42.4372186543683, -83.22936114427019 42.435325383264264, -83.23151689807567 42.43527773185909, -83.2315828607898 42.43712411608406, -83.23648207111579 42.43696168700336, -83.23653173499085 42.43822331924755)))",O'Hair,78.44,237,Community
"MULTIPOLYGON (((-83.06871058959597 42.345990214388, -83.06703765289275 42.346511963800246, -83.06617213661313 42.344984082029626, -83.06649709408082 42.34488217606941, -83.06645201399985 42.34480699055727, -83.06652613977062 42.34478416425425, -83.06653848774297 42.344780663325956, -83.06658234069135 42.34485583474481, -83.06795499967069 42.34442809048407, -83.06814112214273 42.34474528710858, -83.0681435923299 42.3448035936252, -83.06830826735316 42.345148773070726, -83.06846531873714 42.34544742456754, -83.06836647795083 42.34547816477632, -83.06848739748088 42.345684432512115, -83.06854915659254 42.34566601640945, -83.06871058959597 42.345990214388)))",Wigle,7.03,247,Neighborhood
"MULTIPOLYGON (((-83.04538450650509 42.44098988865309, -83.04882333660778 42.440923272404724, -83.04884291176965 42.441276811635774, -83.04884991637401 42.441410750845876, -83.04885607669256 42.4415264682935, -83.04886225627392 42.441641275364724, -83.04886841663814 42.4417569928106, -83.04887459626507 42.44187179988006, -83.04888077591475 42.441986606948646, -83.04888693634744 42.44210232439187, -83.0488943451724 42.44221714570889, -83.04890052489266 42.442331952774765, -83.04890559093896 42.442441283336656, -83.04891553287948 42.4426107699311, -83.04892059897472 42.44272010049108, -83.04892687499013 42.44283035567565, -83.04893317026705 42.44293970048389, -83.04893944632677 42.44304995566676, -83.0489456262126 42.44316476272624, -83.04895520283381 42.443351546446294, -83.04896061536245 42.4434444902425, -83.04896685304344 42.443556566172504, -83.0489731292248 42.44366682135072, -83.04897819550683 42.443776151903315, -83.04898355038992 42.44387182682317, -83.04898888605062 42.44396841211785, -83.04899424096664 42.44406408703643, -83.04899959589908 42.44415976195439, -83.04900493160926 42.44425634724716, -83.04423499037051 42.444353022286435, -83.04423277029599 42.44428379091158, -83.0441250732891 42.441014396743924, -83.04538450650509 42.44098988865309)))",Dorais,35.7,251,Community
"MULTIPOLYGON (((-83.0190249921824 42.41589102822555, -83.0167669139492 42.41676845214184, -83.01596740545074 42.41594942220862, -83.01621666086533 42.415845844409745, -83.01628981846767 42.41581575338775, -83.01630278129 42.41584140440031, -83.01844315274607 42.41500721288228, -83.01857573765088 42.415240990365824, -83.0190249921824 42.41589102822555)))",Fletcher,5.96,295,Neighborhood
"MULTIPOLYGON (((-83.06140522553852 42.44567243306468, -83.06140399633786 42.44567241894976, -83.05918457201913 42.44573979247392, -83.05925993863869 42.44724678623823, -83.05925991954881 42.44724769661529, -83.05407044659879 42.44740552377224, -83.05388248288187 42.443602518745735, -83.05388371204003 42.44360253294197, -83.05580657116532 42.44354459228243, -83.0556712083043 42.44080213283693, -83.06115599805932 42.44066402210047, -83.06140522553852 42.44567243306468)))",Farwell,90.23,300,Community
"MULTIPOLYGON (((-82.9310325884217 42.359494803346955, -82.92968522668845 42.359940350283786, -82.92844192051149 42.358053275576516, -82.92978422357486 42.357559416790814, -82.93102663944907 42.35948653251204, -82.9310325884217 42.359494803346955)))",Mariner Park,7.16,493,Neighborhood
"MULTIPOLYGON (((-82.92110837920389 42.41510989850577, -82.91841795671455 42.41602268198852, -82.91531728431438 42.41148190373584, -82.91802559819946 42.41048018256511, -82.91846849729775 42.41114603099437, -82.91847682197194 42.41115797521135, -82.91854212759527 42.411256244325585, -82.91860618380262 42.411355408096384, -82.91867148983636 42.411453677135626, -82.91873554645203 42.411552840832876, -82.91880085289618 42.41165110979716, -82.91886490992016 42.41175027342085, -82.91893021677475 42.41184854231014, -82.91900497159122 42.411963322761615, -82.91901238485761 42.411961595982525, -82.91911332210195 42.41211313489854, -82.91910215993083 42.412117545783815, -82.91918532483317 42.4122406288719, -82.91925065382794 42.41233798722199, -82.91931719041727 42.41243627153902, -82.91938372721621 42.41253455581677, -82.9194502642248 42.41263284005524, -82.91951557292526 42.41273110860529, -82.91958211035119 42.41282939276593, -82.91964864798673 42.41292767688729, -82.91971518583195 42.41302596096936, -82.91978051647592 42.413123319012335, -82.91984705473753 42.41322160301655, -82.91991359320878 42.41331988698151, -82.91998013188967 42.41341817090718, -82.92004544224682 42.41351643915014, -82.92011198134504 42.41361472299797, -82.920167822675 42.41369739001654, -82.92110837920389 42.41510989850577)), ((-82.92329506750386 42.41849060944679, -82.92279277234148 42.418687295934824, -82.92234191428396 42.4189447351674, -82.9219574261806 42.41925492204516, -82.9216505768281 42.41960889433813, -82.92155890793025 42.41974614298896, -82.92066280533118 42.41938142070504, -82.91996921776861 42.418339945794465, -82.91919493875169 42.417175414917295, -82.91863856953208 42.41636606682914, -82.92133305308222 42.415490665156135, -82.92329506750386 42.41849060944679)))",Balduck,58.31,31,Community
"MULTIPOLYGON (((-83.0812233810075 42.44579446892638, -83.07999729778214 42.445807914827796, -83.08000487705334 42.44591727180806, -83.07953019543305 42.445921914281364, -83.07947276759327 42.445070769810236, -83.07950014812339 42.44505468918743, -83.07944757056954 42.444266430527314, -83.07988288714175 42.444262253502735, -83.07988411631877 42.44426226741782, -83.07989072905374 42.44435886516906, -83.08111678381032 42.444345420416376, -83.08112629815585 42.444361008104075, -83.0812233810075 42.44579446892638)))",Butler,5.66,339,Neighborhood
"MULTIPOLYGON (((-82.98415138399025 42.39356544857103, -82.97909671879508 42.395363275989794, -82.98150996257579 42.39899693422788, -82.97674074034295 42.40036742370783, -82.97500142235594 42.40078959500107, -82.9730158627195 42.40117866871952, -82.96832317109651 42.394074663360676, -82.9764966534462 42.39113993081105, -82.97767453954873 42.392914556950586, -82.979747506619 42.3921722446165, -82.98091749307146 42.39148626588755, -82.98308007487266 42.3927374052393, -82.98415138399025 42.39356544857103)), ((-82.96891479294655 42.39354923680126, -82.96859761210452 42.39366917628968, -82.96816394277165 42.39383412188573, -82.96729656087035 42.39252217003776, -82.96807415275839 42.39224945812933, -82.96891479294655 42.39354923680126)))",Chandler,200.39,37,Regional
"MULTIPOLYGON (((-83.03747198804592 42.342369589635005, -83.03609939474283 42.342959055240215, -83.03601375381373 42.34283056663126, -83.0356746228825 42.3423284896102, -83.03550566333746 42.342077913103914, -83.03516203957822 42.341556659078925, -83.03483369484348 42.34106745438387, -83.03465991122275 42.340813177503854, -83.0343277958623 42.3403284800062, -83.03343672478273 42.3390040133605, -83.03449341787771 42.33854837355571, -83.03485390767416 42.33908348688443, -83.03520131302407 42.33959932279739, -83.03537026464352 42.339849899763365, -83.03573075006355 42.34038592067524, -83.03665282602081 42.34175626203095, -83.03710632356307 42.34155669059523, -83.03734690197261 42.34190280634462, -83.03745505305031 42.34212717090402, -83.03747198804592 42.342369589635005)))",Lafayette Plassance,12.98,394,Neighborhood
"MULTIPOLYGON (((-83.0336586027357 42.33729195347997, -83.03260077551566 42.33774392959004, -83.03207556775793 42.336934601009595, -83.03167393832244 42.33631612945088, -83.03126041635663 42.33568021493482, -83.03231946479602 42.335227355364914, -83.0328303646228 42.33601648148855, -83.03307635290112 42.33639454156139, -83.0336586027357 42.33729195347997)))",Lafayette Central,6.73,427,Neighborhood
